Probe	Chromosome	Position	Feature	SampleA	SampleB
CHR0100P004346917	1	4346917	Rp1h	1.307840284476154	1.0766066681549926
CHR0100P004349366	1	4349366	Rp1h	1.3241074229311813	1.0953326133766599
CHR0100P004483011	1	4483011	Sox17	0.8309654352424478	1.069912328218879
CHR0100P004483211	1	4483211	Sox17	0.24445327219596572	0.2975771665779589
CHR0100P004483489	1	4483489	Sox17	0.8276995553410482	1.1921902852559638
CHR0100P004483666	1	4483666	Sox17	1.4931190379174708	1.7879276589121305
CHR0100P004485789	1	4485789	Sox17	0.7694242123932882	0.801820640871406
CHR0100P004486175	1	4486175	Sox17	0.37527993303438667	0.39212357767253864
CHR0100P004486375	1	4486375	Sox17	0.5154057277153764	0.4532662549904579
CHR0100P004517501	1	4517501	U6	1.327001029901991	1.263409292360902
CHR0100P004771002	1	4771002	Mrpl15	1.256318871873411	1.0215788362892722
CHR0100P004774041	1	4774041	Mrpl15	0.950050329407808	1.3860438597280853
CHR0100P004774233	1	4774233	Mrpl15	1.904341953985627	0.910276838296619
CHR0100P004834193	1	4834193	Lypla1	0.3974244975980055	0.7882146456756658
CHR0100P004880520	1	4880520	ENSMUSG00000033813	16.55486790863338	0.8020198870709437
CHR0100P004880805	1	4880805	ENSMUSG00000033813	0.7509949287182652	0.7180731458806725
CHR0100P004881276	1	4881276	ENSMUSG00000033813	1.2070913836337729	0.7018762712124913
CHR0100P004905350	1	4905350	Rgs20	1.713765248236319	1.4834949495129695
CHR0100P004906870	1	4906870	Rgs20	1.0217229034659419	0.9605667556810921
CHR0100P004917081	1	4917081	Rgs20	1.094420124856347	1.0064894296858988
CHR0100P004917294	1	4917294	Rgs20	0.519409742794374	0.5145131135497981
CHR0100P004919956	1	4919956	Rgs20	1.2883064285237955	1.0640809629821955
CHR0100P004923777	1	4923777	Rgs20	0.8603572005977295	0.7680815800340983
CHR0100P004925951	1	4925951	Rgs20	1.1741864082206426	1.299128192480473
CHR0100P004926860	1	4926860	Rgs20	0.3825588142524935	1.0713737151485643
CHR0100P004930514	1	4930514	Rgs20	0.6844099965263869	0.8572791323307282
CHR0100P004944899	1	4944899	Rgs20	0.8410756733941112	0.6552329500127115
CHR0100P004967807	1	4967807	Rgs20	1.679141407513681	1.669352286145257
CHR0100P004968021	1	4968021	Rgs20	0.8674359558130847	0.8792912615867481
CHR0100P005008338	1	5008338	Rgs20	0.2528074297368039	0.1830667262872972
CHR0100P005008538	1	5008538	Rgs20	0.24139076578206892	0.42528577156509084
CHR0100P005009878	1	5009878	Rgs20	0.27812582237458994	0.26304765609049263
CHR0100P005010078	1	5010078	Rgs20	0.5689206369471984	0.36053112725061626
CHR0100P005010548	1	5010548	Rgs20	0.3751992424862748	0.47861254376055035
CHR0100P005080737	1	5080737	Atp6v1h	5.541926452898323	1.4384680562021501
CHR0100P005090226	1	5090226	Atp6v1h	0.4704335539890423	0.8401975082989331
CHR0100P005096007	1	5096007	Atp6v1h	1.952213154911029	1.082431398410116
CHR0100P005577966	1	5577966	Oprk1	1.1230892094705722	1.0354969985333249
CHR0100P005578221	1	5578221	Oprk1	0.6679122393941584	1.0508735344153777
CHR0100P005579147	1	5579147	Oprk1	0.6069158105011753	0.7153692871185476
CHR0100P005592403	1	5592403	Oprk1	0.8713948867468212	1.150726724442067
CHR0100P005907691	1	5907691	Npbwr1	0.8905784042696376	0.9783046938852228
CHR0100P005907891	1	5907891	Npbwr1	1.2514706851762238	1.456392534892886
CHR0100P006203951	1	6203951	Rb1cc1	0.8589641653477675	2.036387157647337
CHR0100P006204250	1	6204250	Rb1cc1	0.4264294237837308	0.4654719946809694
CHR0100P006204450	1	6204450	Rb1cc1	0.17465215065140652	0.2796834793774869
CHR0100P006206261	1	6206261	Rb1cc1	1.4797652009171591	1.1630989786774046
CHR0100P006206416	1	6206416	Rb1cc1	1.5490882236879584	1.5855050609094994
CHR0100P006216307	1	6216307	Rb1cc1	1.322428221729012	1.4124266528973328
CHR0100P006223146	1	6223146	Rb1cc1	1.368043341137609	1.3602887489064455
CHR0100P006238316	1	6238316	Rb1cc1	0.8888182289903108	0.7066182138807935
CHR0100P006239652	1	6239652	Rb1cc1	0.37792175710825393	0.6270412171432859
CHR0100P006246167	1	6246167	Rb1cc1	2.81168569599215	1.8256737817795554
CHR0100P006246284	1	6246284	Rb1cc1	1.188917191278566	1.087702903248168
CHR0100P006250997	1	6250997	Rb1cc1	1.423772791930237	1.1535980186546728
CHR0100P006258931	1	6258931	Rb1cc1	1.4411892086885538	4.42339050162379
CHR0100P006259232	1	6259232	Rb1cc1	1.2264640270961118	1.1036871237202495
CHR0100P006428490	1	6428490	EG620457	0.48325831395493096	0.384259164191812
CHR0100P006428693	1	6428693	EG620457	0.24059443492469706	0.2963907280207262
CHR0100P006431855	1	6431855	EG620457	0.36109708828071346	0.6847918008046044
CHR0100P006720596	1	6720596	St18	0.8659070614794502	0.9439303918518397
CHR0100P006732625	1	6732625	St18	1.267425830061564	1.2721447081567845
CHR0100P006732963	1	6732963	St18	1.2176564850397122	0.9550592152402914
CHR0100P006733175	1	6733175	St18	1.7934848423965593	1.2431986189522093
CHR0100P006739629	1	6739629	St18	1.0529222775817464	0.9516702456843067
CHR0100P006739919	1	6739919	St18	1.7964218558082121	1.8002647996614587
CHR0100P006741435	1	6741435	St18	0.6467412583301744	1.2628337927063171
CHR0100P006745025	1	6745025	St18	1.2968987652666812	1.340989766339957
CHR0100P006745277	1	6745277	St18	0.766147567491475	0.9497068783932768
CHR0100P006745947	1	6745947	St18	1.5267597093431047	0.9589200682387964
CHR0100P006750597	1	6750597	St18	0.6951139582712246	1.5195894335337472
CHR0100P006750797	1	6750797	St18	0.580739580366549	0.9284205925723052
CHR0100P006758567	1	6758567	St18	0.8045074842667322	0.7029699121889253
CHR0100P006758653	1	6758653	St18	0.4389562260275463	1.1040757938426415
CHR0100P006761123	1	6761123	St18	0.28172531407721985	0.32133247375152735
CHR0100P006761631	1	6761631	St18	1.238924287335306	1.098517316263053
CHR0100P006763071	1	6763071	St18	1.237784399948129	1.0566291955101421
CHR0100P006768232	1	6768232	St18	0.5990746911856581	1.0884110167217087
CHR0100P006768423	1	6768423	St18	1.6642097144865926	1.5694632008985194
CHR0100P006768922	1	6768922	St18	0.2197492288631641	0.26964584224060906
CHR0100P006776378	1	6776378	St18	1.0411261258787725	1.0619833312749556
CHR0100P006779763	1	6779763	St18	1.4636501375658677	0.8059890779047241
CHR0100P006784714	1	6784714	St18	1.366749354345663	0.9816065541797878
CHR0100P006791147	1	6791147	St18	1.1337268744045703	1.0266853424097375
CHR0100P006793575	1	6793575	St18	1.155328710740346	1.4851259805010042
CHR0100P006811560	1	6811560	St18	1.512678979392854	1.09504913881352
CHR0100P006823737	1	6823737	St18	1.618292415454838	1.2418915536196846
CHR0100P006825241	1	6825241	St18	1.2625272672961907	1.0617839135351086
CHR0100P006838383	1	6838383	St18	0.3487888445921076	0.7455232231615098
CHR0100P006839520	1	6839520	St18	1.1790736444860792	1.4002254845843474
CHR0100P006845813	1	6845813	St18	1.7612967303691187	1.4231270752830767
CHR0100P006846025	1	6846025	St18	1.7834313462607954	1.3766029788894654
CHR0100P007080323	1	7080323	Pcmtd1	1.1145526364301497	0.8697657637975132
CHR0100P007080571	1	7080571	Pcmtd1	0.8456607793324329	1.0136617330122586
CHR0100P007095975	1	7095975	Pcmtd1	0.9650093737786667	1.510910232139676
CHR0100P007121584	1	7121584	Pcmtd1	0.7612751178850713	1.0375255272627342
CHR0100P007124900	1	7124900	Pcmtd1	1.306634176826016	1.4248410184928408
CHR0100P007127017	1	7127017	Pcmtd1	1.2457592889607638	6.503713289312335
CHR0100P007128588	1	7128588	Pcmtd1	0.21043973640035238	0.864267208699591
CHR0100P007130639	1	7130639	Pcmtd1	0.7165291636849563	0.9337398279914487
CHR0100P007141372	1	7141372	Pcmtd1	1.2382097543719788	0.7957674520157629
CHR0100P007151142	1	7151142	Pcmtd1	1.2399231769103887	1.2138942709765277
CHR0100P007152026	1	7152026	Pcmtd1	1.3296822193705455	1.0307115058901701
CHR0100P007152153	1	7152153	Pcmtd1	1.1896988918496318	1.432690032291987
CHR0100P007158330	1	7158330	Pcmtd1	0.6641521808497864	1.0518504321549527
CHR0100P007158423	1	7158423	Pcmtd1	0.8660098013964697	0.9281449586587005
CHR0100P007486373	1	7486373	ENSMUSG00000054338	0.614922086759886	0.8809076291860568
CHR0100P008355269	1	8355269	Sntg1	1.2913553596448053	1.18072394583002
CHR0100P008433751	1	8433751	Sntg1	1.8830494045223392	1.1744760354917256
CHR0100P008455334	1	8455334	Sntg1	1.0603645517438671	1.4521351233010036
CHR0100P008469454	1	8469454	Sntg1	0.9126955946797229	1.0499708819969062
CHR0100P008479683	1	8479683	Sntg1	1.683913586835904	1.2195802482993028
CHR0100P008491695	1	8491695	Sntg1	0.3629384999457695	0.5799720473257305
CHR0100P008491855	1	8491855	Sntg1	0.6370678377259896	0.6714881254570231
CHR0100P008518238	1	8518238	Sntg1	0.870656418514523	0.7037600767468095
CHR0100P008542428	1	8542428	Sntg1	0.8258178611555456	1.1432668581678218
CHR0100P008543258	1	8543258	Sntg1	1.341795210965613	1.1200791562265824
CHR0100P008543458	1	8543458	Sntg1	1.3770104538065062	1.1611691013497043
CHR0100P008585015	1	8585015	Sntg1	1.8222192902358982	2.104845917640388
CHR0100P008631737	1	8631737	Sntg1	0.7711014385531773	0.6367586251437977
CHR0100P008631930	1	8631930	Sntg1	1.550692443565062	1.2834110851638174
CHR0100P008660913	1	8660913	Sntg1	1.1801209641929715	1.1797136900750558
CHR0100P008666725	1	8666725	Sntg1	1.2493346579581774	1.0579478659066033
CHR0100P008668870	1	8668870	Sntg1	1.646516862411789	1.4148766256603464
CHR0100P008671306	1	8671306	Sntg1	1.2466782341475462	0.9009332689620995
CHR0100P008782079	1	8782079	Cks2	0.5040489944858274	0.6785142852625115
CHR0100P009533345	1	9533345	Adhfe1	0.7132128841658696	1.095572152929605
CHR0100P009533545	1	9533545	Adhfe1	0.8647453242723087	1.5220850176062135
CHR0100P009541518	1	9541518	Adhfe1	1.272675382951601	1.3438956817910512
CHR0100P009558598	1	9558598	Adhfe1	0.720204274017062	1.9765321334683443
CHR0100P009586806	1	9586806	3110035E14Rik	1.280561599587204	1.1598193744872172
CHR0100P009587846	1	9587846	3110035E14Rik	0.5464663235315963	0.552068804084657
CHR0100P009596109	1	9596109	3110035E14Rik	0.8528787053191496	0.720714797207938
CHR0100P009602350	1	9602350	3110035E14Rik	0.9097311877258297	1.1202029333690968
CHR0100P009602479	1	9602479	3110035E14Rik	1.1234660402636638	1.1038486817436848
CHR0100P009604045	1	9604045	3110035E14Rik	0.180650025507437	0.3100546230520786
CHR0100P009604392	1	9604392	3110035E14Rik	0.35452617254345775	0.5941285905284688
CHR0100P009609357	1	9609357	3110035E14Rik	1.0408834051246185	1.024772105327773
CHR0100P009664412	1	9664412	Mybl1	1.025753206142526	1.0066284170010258
CHR0100P009671296	1	9671296	Mybl1	1.2702586620250371	1.0314457516259983
CHR0100P009671433	1	9671433	Mybl1	0.9358540759518554	1.2200117423408516
CHR0100P009672265	1	9672265	Mybl1	1.886334673461633	2.4832906318330465
CHR0100P009677952	1	9677952	Mybl1	1.4457891304436654	1.205175275500223
CHR0100P009725397	1	9725397	Vcpip1	0.4204109007148841	0.5958450423899875
CHR0100P009730655	1	9730655	Vcpip1	0.5507275615537955	0.5520414743650538
CHR0100P009730824	1	9730824	Vcpip1	1.489543765906566	1.093470880021338
CHR0100P009782664	1	9782664	Sgk3	0.22266878393510373	0.2803036691615238
CHR0100P009782851	1	9782851	Sgk3	1.3085244200434658	0.669885981715815
CHR0100P009792097	1	9792097	Sgk3	0.7040956812997741	1.0713910888722695
CHR0100P009831894	1	9831894	Sgk3	0.5480834895257423	0.7220685407472346
CHR0100P009843428	1	9843428	Sgk3	0.35590205653453616	2.537595701115546
CHR0100P009851827	1	9851827	Sgk3	1.0016252809107642	0.7302871982506235
CHR0100P009856027	1	9856027	Sgk3	0.486439691875526	0.8158539075235038
CHR0100P009856227	1	9856227	Sgk3	0.8028995224749007	0.5917686641626254
CHR0100P009858629	1	9858629	Sgk3	0.6935593144577007	0.5466781582731861
CHR0100P009863315	1	9863315	Sgk3	0.6134132796862587	0.8473516082327631
CHR0100P009863515	1	9863515	Sgk3	1.360445162362692	1.1504062919095108
CHR0100P009873711	1	9873711	Sgk3	0.7996060314243403	0.5492013602174239
CHR0100P009876564	1	9876564	Sgk3	0.9904507406014864	1.0902323453763592
CHR0100P009878584	1	9878584	Sgk3	0.5282969921479208	1.1288039390794622
CHR0100P009900967	1	9900967	6030422M02Rik	0.8616129451974028	0.8940302660064844
CHR0100P009905157	1	9905157	6030422M02Rik	1.05677257841517	0.8917336479777551
CHR0100P009905248	1	9905248	6030422M02Rik	1.065448392759447	1.4698087801530406
CHR0100P009978654	1	9978654	4930418G15Rik	1.0734266609392928	1.2033767963351842
CHR0100P009978741	1	9978741	4930418G15Rik	1.4413550098918588	23.135594650472893
CHR0100P009980510	1	9980510	4930418G15Rik	1.0182435927866966	1.0655405103145885
CHR0100P009985606	1	9985606	4930418G15Rik	1.120219635317721	0.7955946179356722
CHR0100P010009969	1	10009969	Cops5	1.06071539467964	0.6868757422097391
CHR0100P010011227	1	10011227	Cops5	0.8668983205675521	0.8530807205282449
CHR0100P010011392	1	10011392	Cops5	0.5710359374771531	2.662186566445022
CHR0100P010016606	1	10016606	Cops5	1.3861879689244527	46.4305392094776
CHR0100P010031877	1	10031877	Cspp1	0.7569077073949924	0.7231834424860943
CHR0100P010050214	1	10050214	Cspp1	1.4217849067544421	1.3597248661803139
CHR0100P010115174	1	10115174	Cspp1	1.314144670346484	30.397361018743528
CHR0100P010132609	1	10132609	Arfgef1	1.4715768856656577	0.9278655463883794
CHR0100P010150823	1	10150823	Arfgef1	1.1294528273890687	0.8399032258466859
CHR0100P010173090	1	10173090	Arfgef1	1.5693429028632353	1.4090974027707595
CHR0100P010174762	1	10174762	Arfgef1	0.9490600454252427	1.073594597162394
CHR0100P010174962	1	10174962	Arfgef1	1.2873572025194158	1.679069793996945
CHR0100P010175655	1	10175655	Arfgef1	1.3629525579805066	1.9149097397611925
CHR0100P010178492	1	10178492	Arfgef1	1.430364795787353	9.081136296204795
CHR0100P010184883	1	10184883	Arfgef1	14.865659563571741	1.2370808175587702
CHR0100P010189749	1	10189749	Arfgef1	0.6636310825106118	1.5254548634310026
CHR0100P010192620	1	10192620	Arfgef1	0.79083170185271	0.8702215411465802
CHR0100P010310866	1	10310866	Cpa6	1.455623564368007	0.8043642424562943
CHR0100P010311063	1	10311063	Cpa6	0.7388548456947405	0.6445096245288012
CHR0100P010321045	1	10321045	Cpa6	1.7489049388527385	1.1365637007486697
CHR0100P010363398	1	10363398	Cpa6	0.6282692837202936	0.5709726132415158
CHR0100P010363488	1	10363488	Cpa6	0.9678456411874737	0.8719479628684854
CHR0100P010363788	1	10363788	Cpa6	0.7811911122719887	0.5942762457484916
CHR0100P010378755	1	10378755	Cpa6	1.2263463889447364	0.9023746240855577
CHR0100P010383722	1	10383722	Cpa6	0.7380705615806745	1.3901378644708762
CHR0100P010383810	1	10383810	Cpa6	0.3586673891663292	0.869415201408404
CHR0100P010384742	1	10384742	Cpa6	1.4860971971715402	1.0694107359003473
CHR0100P010389209	1	10389209	Cpa6	1.3690807077572609	0.881222557259703
CHR0100P010389317	1	10389317	Cpa6	0.8785182735552598	1.0423932861906486
CHR0100P010390404	1	10390404	Cpa6	0.9938510968289587	0.9920917853831017
CHR0100P010401851	1	10401851	Cpa6	0.2571344173538761	0.45520864940218714
CHR0100P010469156	1	10469156	Cpa6	1.640873634113698	0.8772783306891895
CHR0100P010470562	1	10470562	Cpa6	1.6526373862382158	1.225294791211981
CHR0100P010490858	1	10490858	Cpa6	1.033673622929752	0.9034195794790887
CHR0100P010491089	1	10491089	Cpa6	1.7155592527181514	1.1294913741315675
CHR0100P010511749	1	10511749	Cpa6	1.6337415121248882	1.0608303073113627
CHR0100P010538597	1	10538597	Cpa6	0.9010728408778448	1.2104613024304915
CHR0100P010551243	1	10551243	Cpa6	0.8777327731435828	1.2841250318902235
CHR0100P010562439	1	10562439	Cpa6	0.9554853776062711	1.4720166439912694
CHR0100P010569025	1	10569025	Cpa6	1.0693334870801694	1.7472512667133058
CHR0100P010573023	1	10573023	Cpa6	0.9237932986728444	1.0909152251351213
CHR0100P010577134	1	10577134	Cpa6	0.5640273165243358	1.0322469566520764
CHR0100P010580624	1	10580624	Cpa6	0.7314506339892671	0.5056527663147106
CHR0100P010580824	1	10580824	Cpa6	1.0654455434273593	0.9387112428006438
CHR0100P010581632	1	10581632	Cpa6	1.1093801032049837	0.8770388199315187
CHR0100P010581735	1	10581735	Cpa6	1.3003156821829276	1.4203954330527397
CHR0100P010587482	1	10587482	Cpa6	0.9511669574790969	1.237042154596345
CHR0100P010592849	1	10592849	Cpa6	1.5249433297853752	1.6734656331309625
CHR0100P010596278	1	10596278	Cpa6	1.5598751175402603	0.7902959362337033
CHR0100P010596378	1	10596378	Cpa6	1.1024716517321547	1.3880905026198709
CHR0100P010608682	1	10608682	Cpa6	1.418042452163061	1.7402510114592973
CHR0100P010608816	1	10608816	Cpa6	1.2162201190042345	1.443035310100939
CHR0100P010611723	1	10611723	Cpa6	1.7755551809084538	1.2733481065680314
CHR0100P010621410	1	10621410	Cpa6	0.8850541513188702	0.6363265364431341
CHR0100P010622480	1	10622480	Cpa6	1.786429951732076	1.2130581925602324
CHR0100P010629192	1	10629192	Cpa6	1.24601565824491	1.3190232315807633
CHR0100P010632674	1	10632674	Cpa6	1.633265774696213	1.0443317460205537
CHR0100P010632833	1	10632833	Cpa6	8.596798325807686	0.48968621284959996
CHR0100P010641325	1	10641325	Cpa6	0.26916882592889524	0.39134701690161916
CHR0100P010653851	1	10653851	Cpa6	1.2352201706342514	0.9702679863591621
CHR0100P010662057	1	10662057	Cpa6	0.5047948183775254	0.4133732323302169
CHR0100P010679663	1	10679663	Cpa6	0.849636559768191	0.9181550595844394
CHR0100P010679896	1	10679896	Cpa6	1.7937694304771281	1.1205216790678159
CHR0100P010682455	1	10682455	Cpa6	0.8099881125795256	1.3116575567900037
CHR0100P010686289	1	10686289	Cpa6	0.6621094266521159	0.9178680166089891
CHR0100P010689699	1	10689699	Cpa6	1.099340918058117	0.9008022014240515
CHR0100P010693870	1	10693870	Cpa6	0.9428460490012205	1.8204590186566783
CHR0100P010695512	1	10695512	Cpa6	0.936802959167687	4.776816833138974
CHR0100P010695600	1	10695600	Cpa6	0.6126565608001785	0.49962089653205227
CHR0100P010705924	1	10705924	Cpa6	1.1087034580675679	1.2833723389481941
CHR0100P010854141	1	10854141	ENSMUSG00000063237	4.204343567564515	2.2767229963115163
CHR0100P010981705	1	10981705	Depdc2	1.3484500328468239	1.294787714244108
CHR0100P010981907	1	10981907	Depdc2	0.8730054803296656	0.6213635906672096
CHR0100P010989962	1	10989962	Depdc2	1.0869152796788648	1.392170601313903
CHR0100P010991590	1	10991590	Depdc2	0.5309870738999938	1.217684137036248
CHR0100P010993067	1	10993067	Depdc2	1.430036556387027	0.9184645866336529
CHR0100P010997227	1	10997227	Depdc2	0.4783082450988335	0.5531615463708343
CHR0100P011018537	1	11018537	Depdc2	1.60096621534003	1.4163069234351577
CHR0100P011043471	1	11043471	Depdc2	1.0594469281113366	1.2344673533683737
CHR0100P011044363	1	11044363	Depdc2	0.6671911712115288	0.8868180091266363
CHR0100P011044540	1	11044540	Depdc2	1.4273451334216243	0.9735669755265037
CHR0100P011046142	1	11046142	Depdc2	0.8960317744149383	0.8442424624269861
CHR0100P011052534	1	11052534	Depdc2	1.5987644604653115	1.0438501256299848
CHR0100P011052649	1	11052649	Depdc2	1.1738082002543264	1.4605340807259632
CHR0100P011053610	1	11053610	Depdc2	1.1384829173479494	0.8008753036033815
CHR0100P011069658	1	11069658	Depdc2	1.4982028203976143	2.239973334603529
CHR0100P011072110	1	11072110	Depdc2	2.188803873848929	1.213178125358161
CHR0100P011072406	1	11072406	Depdc2	1.5363035027697811	0.813594436313196
CHR0100P011074362	1	11074362	Depdc2	0.8958659769977934	0.714241248792115
CHR0100P011074602	1	11074602	Depdc2	1.6162633455377515	1.1422167174956095
CHR0100P011075630	1	11075630	Depdc2	1.5170638667347436	1.449693615951279
CHR0100P011085139	1	11085139	Depdc2	1.8251117127724914	1.5601012734389945
CHR0100P011086107	1	11086107	Depdc2	0.2347221372057334	0.8106738304048563
CHR0100P011087869	1	11087869	Depdc2	0.803229777756025	0.7704968773879035
CHR0100P011088181	1	11088181	Depdc2	0.1616480772217085	0.2812519715578784
CHR0100P011096481	1	11096481	Depdc2	0.8423544633827638	1.2768558412454076
CHR0100P011097423	1	11097423	Depdc2	2.3564402194371037	1.1774769250045438
CHR0100P011121439	1	11121439	Depdc2	1.4441459524456255	0.9816761754344567
CHR0100P011125653	1	11125653	Depdc2	1.7224804482629337	1.0259115884314385
CHR0100P011125740	1	11125740	Depdc2	0.8130441901091003	0.8242950139437704
CHR0100P011142007	1	11142007	Depdc2	1.1593060467422485	1.3942505486309926
CHR0100P011146567	1	11146567	Depdc2	2.105316674599769	3.5179528876521347
CHR0100P011147042	1	11147042	Depdc2	1.9882254592385322	1.4387959724181196
CHR0100P011154935	1	11154935	Depdc2	0.837883223018685	0.7797369543627825
CHR0100P011155123	1	11155123	Depdc2	0.46845009324943354	0.6536575800549549
CHR0100P011161292	1	11161292	Depdc2	0.5463393162121253	0.8844097084782804
CHR0100P011161440	1	11161440	Depdc2	0.526178127234556	1.287321148549849
CHR0100P011171606	1	11171606	Depdc2	1.8341386199834284	1.2652370485168174
CHR0100P011179048	1	11179048	Depdc2	0.18438383467074868	0.4442188250359669
CHR0100P011226903	1	11226903	Depdc2	1.549411433165987	0.9825478110583501
CHR0100P011227082	1	11227082	Depdc2	0.7122831980076936	0.7539827460798668
CHR0100P011231223	1	11231223	Depdc2	0.6949633342940624	1.063166365522257
CHR0100P011233139	1	11233139	Depdc2	0.41654200123196317	0.6557337478390555
CHR0100P011234454	1	11234454	Depdc2	1.027977664609173	1.2129932663697003
CHR0100P011237595	1	11237595	Depdc2	0.8783104125199253	0.9165047847935489
CHR0100P011240935	1	11240935	Depdc2	1.1652398166471063	1.128432637809716
